Name,date,MMSI,CallSign,ImoNumber ,Destination,Eta mois,Eta day,Eta hour,Eta minutes,Type of vessel,DimensionA,DimensionB,DimensionC,DimensionD
HUSAVIK,2023-03-24 08:14:06.400640+00:00,257042930,LETP,9821988,HUSAVIK SANDVIKVAG,3,21,12,34,60,36,30,7,7
LOS116              ,2023-03-24 08:14:06.404653+00:00,257097500,3YAE   ,0,TANANGER            ,0,0,0,0,50,11,6,2,3
GO26 ARENDJAN,2023-03-24 08:14:06.405437+00:00,245252000,PBGF,9242742,FISHING GROUNDS,0,0,24,60,30,30,12,4,4
VEERHAVEN VIII,2023-03-24 08:14:06.406328+00:00,244620945,PD6801,0,SCHWELGERN,3,25,11,30,79,184,9,17,7
HUSAVIK,2023-03-24 08:14:06.408010+00:00,257042930,LETP,9821988,HUSAVIK SANDVIKVAG,3,21,12,34,60,36,30,7,7
VEERHAVEN VIII,2023-03-24 08:14:06.411945+00:00,244620945,PD6801,0,SCHWELGERN,3,25,11,30,79,184,9,17,7
LOS116              ,2023-03-24 08:14:06.413530+00:00,257097500,3YAE   ,0,TANANGER            ,0,0,0,0,50,11,6,2,3
GWEL A VO,2023-03-24 08:14:06.414475+00:00,228131000,FHIJ,9764300,,0,0,0,0,30,20,5,3,3
HUSAVIK,2023-03-24 08:14:06.415153+00:00,257042930,LETP,9821988,HUSAVIK SANDVIKVAG,3,21,12,34,60,36,30,7,7
SCHNATERMANN,2023-03-24 08:14:06.418792+00:00,211558470,DB7012,0,MHEIDE><WMNDE,0,0,24,60,69,8,15,4,2
JOLIBA,2023-03-24 08:14:06.440170+00:00,261186465,SR6465,0,HARLINGEN           ,5,26,15,0,99,68,14,4,6
RUSADIR,2023-03-24 08:14:06.443616+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
RUSADIR,2023-03-24 08:14:06.444318+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
RUSADIR,2023-03-24 08:14:06.450038+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
BROEDERTROUW,2023-03-24 08:14:06.475048+00:00,244780982,PE4836,0,HOORN       ,1,2,22,0,69,26,8,1,6
HOPETOUN,2023-03-24 08:14:06.487510+00:00,232002720,MWVX6,9140865,HOUND POINT,0,0,0,0,52,20,23,6,8
BELOMORYE,2023-03-24 08:14:06.525968+00:00,273148810,UIVG,7808334,MURMANSK ,3,18,8,0,70,79,16,3,10
RUSADIR,2023-03-24 08:14:06.527597+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
MSTX 14,2023-03-24 08:14:06.570056+00:00,244150562,PA3471,0,ROTTERDAM,0,0,24,60,49,5,4,2,1
ZP BULLDOG          ,2023-03-24 08:14:06.571323+00:00,229294000,9HA3212,9597367,HAMBURG             ,3,13,11,30,52,8,16,5,7
ZP BULLDOG          ,2023-03-24 08:14:06.586161+00:00,229294000,9HA3212,9597367,HAMBURG             ,3,13,11,30,52,8,16,5,7
WAB0 3              ,2023-03-24 08:14:06.591721+00:00,244790541,PA4735 ,0,AMSTERDAM HAVEN     ,0,0,24,60,70,42,8,2,5
KALDNES,2023-03-24 08:14:06.631275+00:00,257050800,LF 5221,0,OSLOFJORDEN,1,1,0,0,54,9,5,2,2
DEMOLEN             ,2023-03-24 08:14:06.643668+00:00,366999296,AEDN   ,0,"DETROIT,MICHIGAN    ",0,0,24,60,90,10,23,6,4
SCHNATERMANN,2023-03-24 08:14:06.669940+00:00,211558470,DB7012,0,MHEIDE><WMNDE,0,0,24,60,69,8,15,4,2
SEAJACKS SCYLLA,2023-03-24 08:14:06.670426+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
KALDNES,2023-03-24 08:14:06.689098+00:00,257050800,LF 5221,0,OSLOFJORDEN,1,1,0,0,54,9,5,2,2
KALDNES,2023-03-24 08:14:06.690973+00:00,257050800,LF 5221,0,OSLOFJORDEN,1,1,0,0,54,9,5,2,2
DN97  ,2023-03-24 08:14:06.692792+00:00,205654000,ORRK  ,9691279,OOSTENDE       ,2,19,6,0,53,9,8,4,2
SEAJACKS SCYLLA,2023-03-24 08:14:06.694163+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
SEAJACKS SCYLLA,2023-03-24 08:14:06.718604+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
SEAJACKS SCYLLA,2023-03-24 08:14:06.720146+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
VERTOM JOY          ,2023-03-24 08:14:06.724117+00:00,246828000,PSFX   ,9706865,KAMPEN              ,2,27,0,0,70,7,122,7,12
AMISTADE,2023-03-24 08:14:06.727496+00:00,244650553,PB3798,0,ROTTERDAM 7E PETROHA,3,19,21,0,80,123,12,5,10
VERTOM JOY          ,2023-03-24 08:14:06.754436+00:00,246828000,PSFX   ,9706865,KAMPEN              ,2,27,0,0,70,7,122,7,12
WINDCAT 36          ,2023-03-24 08:14:06.761693+00:00,235107401,2HXH9  ,0,RAMSGATE            ,6,23,13,0,49,16,2,5,1
VERTOM JOY          ,2023-03-24 08:14:06.786039+00:00,246828000,PSFX   ,9706865,KAMPEN              ,2,27,0,0,70,7,122,7,12
LESSOW SWAN         ,2023-03-24 08:14:06.791797+00:00,219479000,OWML2  ,9386378,BE ANR>NL RTM       ,3,23,7,0,81,99,21,15,2
VEERHAVEN VIII,2023-03-24 08:14:06.858659+00:00,244620945,PD6801,0,SCHWELGERN,3,25,11,30,79,184,9,17,7
ROMANCE  ,2023-03-24 08:14:06.861167+00:00,244180270,PH9216,0,KOBLENZ       ,0,0,24,60,79,71,15,2,7
VERTOM JOY          ,2023-03-24 08:14:06.863894+00:00,246828000,PSFX   ,9706865,KAMPEN              ,2,27,0,0,70,7,122,7,12
AMISTADE,2023-03-24 08:14:06.864685+00:00,244650553,PB3798,0,ROTTERDAM 7E PETROHA,3,19,21,0,80,123,12,5,10
MPOSS,2023-03-24 08:14:06.908499+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
MOONSHADOW,2023-03-24 08:14:06.915303+00:00,319887000,ZCIG8,1007419,KAAG,10,8,14,30,37,20,23,3,6
LOS117,2023-03-24 08:14:06.960928+00:00,258263500,LCLT,0,HVASSER,1,1,1,1,50,10,4,3,3
PAPAITO             ,2023-03-24 08:14:06.969503+00:00,319751000,ZCXP7  ,9462160,FT LAUDERDALE     ,9,21,8,0,37,27,10,4,4
NORDSEE,2023-03-24 08:14:07.001649+00:00,211224140,DBEM,7504108,DE WVN              ,3,28,7,0,90,43,88,12,12
KNOSSOS PALACE      ,2023-03-24 08:14:07.022607+00:00,241726000,SVDJ4  ,9220330,GRPIR               ,3,23,4,30,62,30,184,16,16
AVON                ,2023-03-24 08:14:07.028522+00:00,636018549,D5QF3  ,9836440,BR ITA              ,3,12,19,0,80,147,36,9,23
KNOSSOS PALACE      ,2023-03-24 08:14:07.059186+00:00,241726000,SVDJ4  ,9220330,GRPIR               ,3,23,4,30,62,30,184,16,16
WINDCAT 36          ,2023-03-24 08:14:07.065309+00:00,235107401,2HXH9  ,0,RAMSGATE            ,6,23,13,0,49,16,2,5,1
SHETLAND,2023-03-24 08:14:07.066981+00:00,244178000,PDBG,9852004,DKRAN,3,24,2,0,70,94,16,7,7
TRIDENT             ,2023-03-24 08:14:07.113487+00:00,367760890,WDJ2703,1270788,US^0J1M>0JL2,0,0,24,60,52,18,18,8,4
SEAJACKS SCYLLA,2023-03-24 08:14:07.116952+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
NS IONA             ,2023-03-24 08:14:07.118252+00:00,319060600,ZGDM3  ,9657636,ABERDEEN            ,3,23,19,0,90,21,76,8,16
SEAJACKS SCYLLA,2023-03-24 08:14:07.169377+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
KNOSSOS PALACE      ,2023-03-24 08:14:07.171626+00:00,241726000,SVDJ4  ,9220330,GRPIR               ,3,23,4,30,62,30,184,16,16
SEAJACKS SCYLLA,2023-03-24 08:14:07.173134+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
CHALLENGER,2023-03-24 08:14:07.174638+00:00,244004909,PB9134,0,BUNKERS,0,0,0,0,89,66,12,5,5
HEBO-LIFT 2         ,2023-03-24 08:14:07.190030+00:00,244890515,PCFA   ,9829019,ROTTERDAM           ,9,1,9,0,31,22,33,12,12
SUEZMAX,2023-03-24 08:14:07.192937+00:00,244660401,PB4667,0,AMSTERDAM HORNHAVEN,3,24,5,37,99,121,14,6,6
CHALLENGER,2023-03-24 08:14:07.195141+00:00,244004909,PB9134,0,BUNKERS,0,0,0,0,89,66,12,5,5
BORKUM              ,2023-03-24 08:14:07.197466+00:00,211149890,DA7240 ,0,HAMBURG             ,0,0,24,60,80,12,27,2,7
KNOSSOS PALACE      ,2023-03-24 08:14:07.216649+00:00,241726000,SVDJ4  ,9220330,GRPIR               ,1,1,4,30,62,30,184,16,16
KAISHUU             ,2023-03-24 08:14:07.217452+00:00,253082000,LXHK   ,9226152,ZEEBRUGGE           ,1,18,8,0,33,37,121,16,12
BORKUM              ,2023-03-24 08:14:07.219592+00:00,211149890,DA7240 ,0,HAMBURG             ,0,0,24,60,80,12,27,2,7
SILTE,2023-03-24 08:14:07.221129+00:00,244690133,PG9910,0,IJSSELMEER,3,23,12,56,79,74,0,3,7
MONTEVIDEO EXPRESS,2023-03-24 08:14:07.229242+00:00,770576510,CXAQ,9113264,ZACPT,3,19,20,0,37,39,35,11,8
MONTEVIDEO EXPRESS,2023-03-24 08:14:07.229941+00:00,770576510,CXAQ,9113264,ZACPT,3,19,20,0,37,39,35,11,8
KAISHUU             ,2023-03-24 08:14:07.277726+00:00,253082000,LXHK   ,9226152,ZEEBRUGGE           ,1,18,8,0,33,37,121,16,12
HEBO-LIFT 2         ,2023-03-24 08:14:07.291376+00:00,244890515,PCFA   ,9829019,ROTTERDAM           ,9,1,9,0,31,22,33,12,12
AURELIA 1           ,2023-03-24 08:14:07.321148+00:00,248061000,HA4497 ,0,DRUTEN              ,1,10,9,0,69,30,80,3,9
VIGILIA,2023-03-24 08:14:07.322775+00:00,244650638,PD3118,0,KEHL,2,16,11,0,79,119,16,12,0
KAISHUU             ,2023-03-24 08:14:07.330621+00:00,253082000,LXHK   ,9226152,ZEEBRUGGE           ,1,18,8,0,33,37,121,16,12
AURELIA 1           ,2023-03-24 08:14:07.364216+00:00,248061000,HA4497 ,0,DRUTEN              ,1,10,9,0,69,30,80,3,9
SKS DONGGANG        ,2023-03-24 08:14:07.365562+00:00,311053800,C6ZE4  ,9461855,NLRTM               ,3,16,18,0,80,207,43,29,16
ANTERO DE QUENTAL,2023-03-24 08:14:07.367716+00:00,263701460,CSKP,0, ,1,19,12,34,60,19,30,6,6
ANTERO DE QUENTAL,2023-03-24 08:14:07.399407+00:00,263701460,CSKP,0, ,1,19,12,34,60,19,30,6,6
KUJAWY,2023-03-24 08:14:07.403112+00:00,311828000,C6TX7,9285029,PL GDY,3,3,12,30,70,167,23,13,15
KUJAWY,2023-03-24 08:14:07.404012+00:00,311828000,C6TX7,9285029,PL GDY,3,3,12,30,70,167,23,13,15
RUSADIR,2023-03-24 08:14:07.404341+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
CHALLENGER,2023-03-24 08:14:07.406404+00:00,244004909,PB9134,0,BUNKERS,0,0,0,0,89,66,12,5,5
BRAVEHEART SPIRIT   ,2023-03-24 08:14:07.409738+00:00,244367000,PEJO   ,9507049,BEVERWIJK           ,3,23,12,0,52,10,63,12,4
BRAVEHEART SPIRIT   ,2023-03-24 08:14:07.451513+00:00,244367000,PEJO   ,9507049,BEVERWIJK           ,3,23,12,0,52,10,63,12,4
BRAVEHEART SPIRIT   ,2023-03-24 08:14:07.454393+00:00,244367000,PEJO   ,9507049,BEVERWIJK           ,3,23,12,0,52,10,63,12,4
SILTE,2023-03-24 08:14:07.457268+00:00,244690133,PG9910,0,IJSSELMEER,3,23,12,56,79,74,0,3,7
KALDNES,2023-03-24 08:14:07.459992+00:00,257050800,LF 5221,0,OSLOFJORDEN,1,1,0,0,54,9,5,2,2
TORGTIND            ,2023-03-24 08:14:07.477806+00:00,259546000,LJMD   ,9189445,SANDNESSJOEN        ,0,0,24,60,60,39,30,5,9
WILSON STADT,2023-03-24 08:14:07.479207+00:00,257683000,LALM8,8918485,NOSAT-NOORK,3,24,12,30,79,99,14,6,10
KALDNES,2023-03-24 08:14:07.480785+00:00,257050800,LF 5221,0,OSLOFJORDEN,1,1,0,0,54,9,5,2,2
TORGTIND            ,2023-03-24 08:14:07.481039+00:00,259546000,LJMD   ,9189445,SANDNESSJOEN        ,0,0,24,60,60,39,30,5,9
WILSON STADT,2023-03-24 08:14:07.481810+00:00,257683000,LALM8,8918485,NOSAT-NOORK,3,24,12,30,79,99,14,6,10
LOUISE BORCHARD,2023-03-24 08:14:07.484575+00:00,305765000,V2BR2,9336294,EGALY,3,25,6,0,71,117,16,15,5
KALDNES,2023-03-24 08:14:07.488548+00:00,257050800,LF 5221,0,OSLOFJORDEN,1,1,0,0,54,9,5,2,2
TORGTIND            ,2023-03-24 08:14:07.515080+00:00,259546000,LJMD   ,9189445,SANDNESSJOEN        ,0,0,24,60,60,39,30,5,9
WILSON STADT,2023-03-24 08:14:07.515692+00:00,257683000,LALM8,8918485,NOSAT-NOORK,3,24,12,30,79,99,14,6,10
RUSADIR,2023-03-24 08:14:07.519256+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
RUSADIR,2023-03-24 08:14:07.520713+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
RUSADIR,2023-03-24 08:14:07.523057+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
ACTIA      ,2023-03-24 08:14:07.590470+00:00,244710661,PH8028,0,IJSSEL-/MARKERMEER,1,1,0,0,69,20,6,3,2
POMONA,2023-03-24 08:14:07.596571+00:00,244870437,PB4044,0,T5C5C5C5TOT,4,1,0,17,69,15,10,3,4
WATERSTROOM         ,2023-03-24 08:14:07.638716+00:00,246759000,PCIW   ,9428047,EEMSHAVEN           ,2,3,13,30,52,10,19,5,5
S/V BREIZH ZION     ,2023-03-24 08:14:07.639089+00:00,227212360,FL9432 ,0,B 2 A,0,0,0,0,36,10,4,4,0
YELLOW STARS        ,2023-03-24 08:14:07.643275+00:00,538009099,V7A4312,9913626,BLB PANAMA          ,3,24,11,0,80,147,36,9,23
KONTROLER 20  ,2023-03-24 08:14:07.687265+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
KONTROLER 20  ,2023-03-24 08:14:07.687898+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
SELENKA             ,2023-03-24 08:14:07.697432+00:00,249598000,9HVO9  ,9447067,BEHEX               ,3,23,19,0,89,104,28,4,15
DESERT SPRING       ,2023-03-24 08:14:07.702903+00:00,538004547,V7XQ8  ,9543768,PL GDY              ,3,11,18,0,70,160,33,22,10
DESERT SPRING       ,2023-03-24 08:14:07.703577+00:00,538004547,V7XQ8  ,9543768,PL GDY              ,3,11,18,0,70,160,33,22,10
KONTROLER 20  ,2023-03-24 08:14:07.731035+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
KONTROLER 20  ,2023-03-24 08:14:07.732458+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
DORSCH,2023-03-24 08:14:07.737145+00:00,211246320,DCPY,0,HAMBURG,7,1,0,0,99,35,8,7,3
DORSCH,2023-03-24 08:14:07.739398+00:00,211246320,DCPY,0,HAMBURG,7,1,0,0,99,35,8,7,3
DWARSLOCH,2023-03-24 08:14:07.740272+00:00,211709940,DH8944,0,,12,31,23,59,97,13,0,0,5
VERTOM JOY          ,2023-03-24 08:14:07.741839+00:00,246828000,PSFX   ,9706865,KAMPEN              ,2,27,0,0,70,7,122,7,12
DORSCH,2023-03-24 08:14:07.828798+00:00,211246320,DCPY,0,HAMBURG,7,1,0,0,99,35,8,7,3
DORSCH,2023-03-24 08:14:07.832625+00:00,211246320,DCPY,0,HAMBURG,7,1,0,0,99,35,8,7,3
DORSCH,2023-03-24 08:14:07.834780+00:00,211246320,DCPY,0,HAMBURG,7,1,0,0,99,35,8,7,3
SEAJACKS SCYLLA,2023-03-24 08:14:07.835048+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
LETTO               ,2023-03-24 08:14:07.845267+00:00,230359000,OIRP   ,7817050,FAIRWAY WORK        ,5,28,15,37,54,33,10,9,4
ENTERPRISE,2023-03-24 08:14:07.898732+00:00,244750327,PE4250,0,                    ,0,0,0,0,99,100,10,6,4
LETTO               ,2023-03-24 08:14:07.910071+00:00,230359000,OIRP   ,7817050,FAIRWAY WORK        ,5,28,15,37,54,33,10,9,4
KARL SENIOR,2023-03-24 08:14:07.932271+00:00,257054090,LH2526,0,SELOY,4,8,14,30,56,2,10,5,5
KARL SENIOR,2023-03-24 08:14:07.944424+00:00,257054090,LH2526,0,SELOY,4,8,14,30,56,2,10,5,5
KARL SENIOR,2023-03-24 08:14:07.953980+00:00,257054090,LH2526,0,SELOY,4,8,14,30,56,2,10,5,5
NS PRIDE            ,2023-03-24 08:14:07.983319+00:00,312201000,V3NY   ,8815293,RO CND              ,3,23,5,0,70,80,15,1,16
MOONSHADOW,2023-03-24 08:14:07.996751+00:00,319887000,ZCIG8,1007419,KAAG,10,8,14,30,37,20,23,3,6
EEMS WARRIOR,2023-03-24 08:14:08.019057+00:00,246414000,PEXT,9213674,NORDENHAM,3,22,14,0,52,10,25,4,5
FGS STADT  WOLFSBURG,2023-03-24 08:14:08.061743+00:00,211766240,DC6491,0,,0,0,24,60,69,5,27,3,3
ALIOT,2023-03-24 08:14:08.062083+00:00,273443790,UGEZ,7720025,MURMANSK,12,16,23,0,30,15,30,2,8
AURORA POWER,2023-03-24 08:14:08.063115+00:00,235101811,2GZN4,9651890,ABERDEEN,3,21,23,0,79,12,72,9,9
FLANDRIA24          ,2023-03-24 08:14:08.099620+00:00,205305890,OT3058 ,0,ANTWERPEN KAAI22    ,3,18,8,0,60,23,22,6,2
DUTCH AQUAMARINE,2023-03-24 08:14:08.105627+00:00,244394000,PCHS,9191656,TEES,3,19,16,0,82,18,100,7,10
AMOR TNC      ,2023-03-24 08:14:08.109430+00:00,244700217,PG3846,0,KRIMPEN\A\D LEK,10,11,20,12,37,18,10,2,3
FLANDRIA24          ,2023-03-24 08:14:08.159373+00:00,205305890,OT3058 ,0,ANTWERPEN KAAI22    ,3,18,8,0,60,23,22,6,2
ZALGIRIS,2023-03-24 08:14:08.162373+00:00,277424000,LY2482,0,,0,0,0,0,69,24,26,12,2
VIOLETTA,2023-03-24 08:14:08.164319+00:00,255806258,CQAR8,9344710,FIHEL,3,22,22,30,70,139,39,14,13
PHOCA               ,2023-03-24 08:14:08.221732+00:00,244667000,PHBF   ,0,,0,0,24,60,55,10,10,2,3
PHOCA               ,2023-03-24 08:14:08.267309+00:00,244667000,PHBF   ,0,,0,0,24,60,55,10,10,2,3
ARWEN,2023-03-24 08:14:08.272289+00:00,205527090,OT5270,0,GENT SIFFERDOK,3,24,5,52,79,70,10,3,6
EMPEDOCLE           ,2023-03-24 08:14:08.330172+00:00,227056460,FGG8609,8741351,DEAUVILLE           ,12,4,17,45,90,50,7,2,8
EMPEDOCLE           ,2023-03-24 08:14:08.334506+00:00,227056460,FGG8609,8741351,DEAUVILLE           ,12,4,17,45,90,50,7,2,8
NOORDWESTHOEK 1,2023-03-24 08:14:08.361861+00:00,244630159,PH5412 ,0,GENEMUIDEN         ,5,17,15,0,69,21,16,2,8
FLANDRIA24          ,2023-03-24 08:14:08.370605+00:00,205305890,OT3058 ,0,ANTWERPEN KAAI22    ,3,18,8,0,60,23,22,6,2
SIMON STEVIN,2023-03-24 08:14:08.371165+00:00,205338790,OT3387,0,LINKEROEVER<->STEEN,12,13,6,0,99,19,19,1,13
FIRST PHOENIX       ,2023-03-24 08:14:08.373734+00:00,357018000,3ENY3  ,9871775,PL GDN              ,3,21,3,30,70,256,36,25,20
FIRST PHOENIX       ,2023-03-24 08:14:08.374463+00:00,357018000,3ENY3  ,9871775,PL GDN              ,3,21,3,30,70,256,36,25,20
FIRST PHOENIX       ,2023-03-24 08:14:08.374918+00:00,357018000,3ENY3  ,9871775,PL GDN              ,3,21,3,30,70,256,36,25,20
LILLEVIG            ,2023-03-24 08:14:08.375664+00:00,257529600,LIWM   ,0,FISHING             ,0,0,24,60,30,15,6,3,3
NOORDWESTHOEK 1,2023-03-24 08:14:08.375865+00:00,244630159,PH5412 ,0,GENEMUIDEN         ,5,17,15,0,69,21,16,2,8
AURORA POWER,2023-03-24 08:14:08.376569+00:00,235101811,2GZN4,9651890,ABERDEEN,3,21,23,0,79,12,72,9,9
SYNES               ,2023-03-24 08:14:08.419858+00:00,259656000,LLAY   ,9216949,FISHINGGROUND       ,1,9,1,0,30,20,35,6,7
HAUGLAKS,2023-03-24 08:14:08.440097+00:00,259301000,LHNT,9121778,TLF 90883220,12,7,7,0,79,10,17,5,3
SKJONGHOLM          ,2023-03-24 08:14:08.446612+00:00,259329000,LHSQ   ,8304830,CH 16               ,0,0,24,60,30,20,14,4,4
SYNES               ,2023-03-24 08:14:08.448762+00:00,259656000,LLAY   ,9216949,FISHINGGROUND       ,1,9,1,0,30,20,35,6,7
HAUGLAKS,2023-03-24 08:14:08.450617+00:00,259301000,LHNT,9121778,TLF 90883220,12,7,7,0,79,10,17,5,3
BEYSUG,2023-03-24 08:14:08.451737+00:00,273211330,UBRT2,9797591,MMK,11,1,14,30,51,18,62,4,14
SKJONGHOLM          ,2023-03-24 08:14:08.467027+00:00,259329000,LHSQ   ,8304830,CH 16               ,0,0,24,60,30,20,14,4,4
SYNES               ,2023-03-24 08:14:08.470350+00:00,259656000,LLAY   ,9216949,FISHINGGROUND       ,1,9,1,0,30,20,35,6,7
HAUGLAKS,2023-03-24 08:14:08.472295+00:00,259301000,LHNT,9121778,TLF 90883220,12,7,7,0,79,10,17,5,3
SKJONGHOLM          ,2023-03-24 08:14:08.472729+00:00,259329000,LHSQ   ,8304830,CH 16               ,0,0,24,60,30,20,14,4,4
HOPETOUN,2023-03-24 08:14:08.474242+00:00,232002720,MWVX6,9140865,HOUND POINT,0,0,0,0,52,20,23,6,8
SEAJACKS SCYLLA,2023-03-24 08:14:08.482956+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
DE VROUW DINA,2023-03-24 08:14:08.509369+00:00,244730545,PD2297,0,ENKHUIZFN,3,23,0,0,65,24,1,5,1
DE VROUW DINA,2023-03-24 08:14:08.510543+00:00,244730545,PD2297,0,ENKHUIZFN,3,23,0,0,65,24,1,5,1
SEAJACKS SCYLLA,2023-03-24 08:14:08.513357+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
DISCOVERY COAST     ,2023-03-24 08:14:08.517311+00:00,367515850,WDG2458,9655406,US^0RWB>0S1S        ,0,0,24,60,52,15,15,6,6
MAYOURY,2023-03-24 08:14:08.520916+00:00,228084600,FJXC,9777541,ES CAR,3,27,8,0,80,100,20,5,17
SUULA,2023-03-24 08:14:08.547817+00:00,230957000,OJKZ,9267560,FISKV>SEHLD,3,25,1,0,89,111,29,14,8
FIRST PHOENIX       ,2023-03-24 08:14:08.556775+00:00,357018000,3ENY3  ,9871775,PL GDN              ,3,21,3,30,70,256,36,25,20
VIGILIA,2023-03-24 08:14:08.581972+00:00,244650638,PD3118,0,KEHL,2,16,11,0,79,119,16,12,0
ATLAS               ,2023-03-24 08:14:08.587627+00:00,311000134,C6AS2  ,9538177,FR FOS              ,3,19,18,0,80,145,38,13,18
COE KAETHE,2023-03-24 08:14:08.611838+00:00,374395000,HO5828,7924401,DKAAL,3,23,12,0,70,65,15,7,5
SUULA,2023-03-24 08:14:08.616845+00:00,230957000,OJKZ,9267560,FISKV>SEHLD,3,25,1,0,89,111,29,14,8
EIVISSA   ,2023-03-24 08:14:08.649516+00:00,244867458,PD3527,0,KRIMPEN,3,18,19,0,35,15,50,4,4
HAAI,2023-03-24 08:14:08.651022+00:00,244615906,PF3366,0,0000,0,0,24,60,79,5,16,3,3
SUSI,2023-03-24 08:14:08.686224+00:00,211250690,DJ6359,0,,0,0,24,60,0,36,3,3,2
SEAJACKS SCYLLA,2023-03-24 08:14:08.693770+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
THALASSINI AGATHA   ,2023-03-24 08:14:08.747303+00:00,229382000,9HA5481,9479204,USBAL               ,3,21,6,0,79,252,40,18,27
SD TEMPEST          ,2023-03-24 08:14:08.757646+00:00,235118697,2JTB4  ,9803637,PORTSMOUTH          ,2,25,5,0,52,17,15,9,4
SD TEMPEST          ,2023-03-24 08:14:08.771100+00:00,235118697,2JTB4  ,9803637,PORTSMOUTH          ,2,25,5,0,52,17,15,9,4
VIRGO I             ,2023-03-24 08:14:08.772193+00:00,351792000,3FYA7  ,9176412,GRPIR               ,2,7,14,0,80,129,29,14,13
VIKING STAR,2023-03-24 08:14:08.775964+00:00,257903000,LAIW6,9650418,PHILIPSBURG,3,14,12,30,60,37,191,17,17
DE VROUW DINA,2023-03-24 08:14:08.778759+00:00,244730545,PD2297,0,ENKHUIZFN,3,23,0,0,65,24,1,5,1
KONTROLER 20  ,2023-03-24 08:14:08.779229+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
KONTROLER 20  ,2023-03-24 08:14:08.780138+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
KONTROLER 20  ,2023-03-24 08:14:08.781601+00:00,261027110,SPG4029,0,      ,1,21,13,20,9,16,6,3,3
THALASSINI AGATHA   ,2023-03-24 08:14:08.852679+00:00,229382000,9HA5481,9479204,USBAL               ,3,21,6,0,79,252,40,18,27
JS ALULAR,2023-03-24 08:14:08.869706+00:00,566660000,9V9995,9578012,NL RTM,3,7,8,0,80,81,19,9,9
HVL MARITIME,2023-03-24 08:14:08.893605+00:00,257127680,LJ3BZ,0,                   ,1,1,1,1,99,25,25,0,50
JS ALULAR,2023-03-24 08:14:08.895874+00:00,566660000,9V9995,9578012,NL RTM,3,7,8,0,80,81,19,9,9
ACTIA      ,2023-03-24 08:14:08.926970+00:00,244710661,PH8028,0,IJSSEL-/MARKERMEER,1,1,0,0,69,20,6,3,2
STOKKAFJORD,2023-03-24 08:14:08.928121+00:00,258007770,LGCQ,9895496,TJOTTA-FORVIK T/R,3,21,12,34,60,36,44,8,6
LILLEVIG            ,2023-03-24 08:14:08.934660+00:00,257529600,LIWM   ,0,FISHING             ,0,0,24,60,30,15,6,3,3
AURORA POWER,2023-03-24 08:14:08.938886+00:00,235101811,2GZN4,9651890,ABERDEEN,3,21,23,0,79,12,72,9,9
LILLEVIG            ,2023-03-24 08:14:08.955998+00:00,257529600,LIWM   ,0,FISHING             ,0,0,24,60,30,15,6,3,3
FARRA ORLA          ,2023-03-24 08:14:08.962179+00:00,232035752,MJCY4  ,9925253,EA1 / LOWESTOFT     ,3,21,18,0,40,6,21,4,4
LILLEVIG            ,2023-03-24 08:14:08.964870+00:00,257529600,LIWM   ,0,FISHING             ,0,0,24,60,30,15,6,3,3
AURORA POWER,2023-03-24 08:14:08.985260+00:00,235101811,2GZN4,9651890,ABERDEEN,3,21,23,0,79,12,72,9,9
