IMO,Name,Shipe_type,Fuel_conso_kg/nmile,CO2emission_kg/nmile
9454450,CMA CGM JULES VERNE,Container ship,358.7,1118.73
9454503,YASA EMIRHAN,Bulk carrier,99.77,312.41
9454656,SHUN XIN,Bulk carrier,99.48,310.62
9454668,QU SHAN HAI,Bulk carrier,89.48,279.22
9454711,COSCO SHENGSHI,Vehicle carrier,131.51,420.46
9454723,COSCO TENGFEI,Vehicle carrier,Division by zero!,Division by zero!
9454759,BALTIC KLIPPER,Refrigerated cargo carrier,118.74,369.81
9454761,ATLANTIC KLIPPER,Refrigerated cargo carrier,117.06,364.59
9455052,ATLANTIC SIRIUS,Chemical tanker,118.6,376.13
9455533,MARAN DAWN,Bulk carrier,155.17,488.58
9455545,MARAN SKY,Bulk carrier,125.49,392.37
9455557,MARAN SUN,Bulk carrier,145,453.77
9455571,SITHONIA II,General cargo ship,32.96,104.33
9455650,BREEZE,Bulk carrier,Division by zero!,Division by zero!
9455715,RCC PRESTIGE,Vehicle carrier,91.43,289.55
9455739,CHAMPION POMER,Oil tanker,115.24,362.7
9455741,VELEBIT,Chemical tanker,105.1,332.86
9455818,GLENDA MELODY,Oil tanker,95.07,297.63
9455856,PANAYIOTA K,Bulk carrier,139.53,435.65
9455923,CLIPPER DEE,Bulk carrier,82.58,257.98
9455973,AMPHITRITE,Oil tanker,217.84,679.77
9456070,BROADWAY,Chemical tanker,82.61,260.81
9456147,TANZANITE,Bulk carrier,96.34,304.19
9456329,JY POWER,Bulk carrier,105.26,329.73
9456331,JY PROGRESS,Bulk carrier,103.11,325.71
9456379,SIFNOS,Bulk carrier,103.97,328.59
9456446,DAI SHAN HAI,Bulk carrier,Division by zero!,Division by zero!
9456458,INCE KASTAMONU,Bulk carrier,103.16,321.54
9456460,INCE AKDENIZ,Bulk carrier,100.58,316.88
9456537,VEGA,Bulk carrier,Division by zero!,Division by zero!
9456680,LAKE DOLPHIN,Bulk carrier,187.51,592.79
9456721,JAN VAN GENT,General cargo ship,58.47,184.76
9456733,IJZERBORG,General cargo ship,61.12,194.64
9456745,IJSSELBORG,General cargo ship,59.82,187.92
9456769,MAERSK EMDEN,Container ship,302.29,941.41
9456771,MAERSK EINDHOVEN,Container ship,297.11,926.68
9456783,MAERSK ESSEN,Container ship,292.4,911.41
9456915,GH MADISON,Oil tanker,125.23,396.27
9456939,FLAGSHIP ORCHID,Oil tanker,107.49,337.23
9457024,NAVE COSMOS,Oil tanker,118.84,374.36
9457165,POL STELLA,Ro-ro ship,114.55,361.67
9457177,EUROCARGO SICILIA,Ro-ro ship,117.45,366.69
9457189,POL MARIS,Ro-ro ship,121.51,383.49
9457191,EUROCARGO SAVONA,Ro-ro ship,122.84,383.02
9457206,PAQIZE,Ro-ro ship,115.97,365.53
9457220,HAPPY SKY,General cargo ship,75.02,234.87
9457268,SEAFRONTIER,Oil tanker,107.07,339.77
9457464,STAR GENESIS,Bulk carrier,292.49,914.97
9457593,ROSS SEA,Oil tanker,168.43,527.6
9457608,LEO SUN,Oil tanker,135.75,425.98
9457610,FPMC P HERO,Oil tanker,142.39,445.52
9457713,PINE OLIA,Oil tanker,94.01,297.18
9457749,NAVE POLARIS,Oil tanker,88.46,276.18
9457763,ATHIRI,Chemical tanker,130.37,409.87
9457878,RUBY-T,Chemical tanker,91.18,285.88
9457892,MARE SICULUM,Oil tanker,143.81,456.29
9457907,RIDGEBURY LESSLEY B,Oil tanker,159.48,498.91
9458016,DELTA STAR,Oil tanker,195.99,615.06
9458030,MAERSK EDMONTON,Container ship,311.86,971.46
9458054,FMT URLA,Oil tanker,79.64,250.5
9458066,IMERA,Chemical tanker,59.25,189.96
9458078,MAERSK ELBA,Container ship,451.97,1428.12
9458092,MAERSK ESSEX,Container ship,316.11,984.7
9458157,GAZ SYNERGY,Gas carrier,111.3,348.3
9458169,GAZ ENERGY,Gas carrier,99.28,309.67
9458171,GAZ VICTORY,Gas carrier,94.94,296.42
9458183,HABIP BAYRAK,Chemical tanker,46.62,149.45
9458195,HACI FATMA ANA,Chemical tanker,47.87,153.48
9458224,JOSCO CHANGZHOU,Bulk carrier,89.15,280.94
9458248,MARIETJE MARSILLA,General cargo ship,39.96,126.42
9458250,ULUSOY-8,Bulk carrier,65.98,205.79
9458391,SEREN,General cargo ship,89.08,278.61
9458418,HUANGHAI ADVANCE,General cargo ship,75.02,234.61
9458432,HUANGHAI GLORY,General cargo ship,79.76,250.19
9458444,HUANGHAI DEVELOPER,General cargo ship,72.18,226.19
9458456,PACIFIC VICTOR,General cargo ship,64.36,202
9458468,CARIBBEAN HARMONY,General cargo ship,79.18,247.08
9458494,ACHILLEAS,Oil tanker,164.96,521.46
9458511,SUPERFAST II,Ro-pax ship,174.3,543.46
9458523,FORZA,Ro-pax ship,148.48,462.83
9458535,REGINA SEAWAYS,Ro-pax ship,154.25,481.63
9458690,MARAN MERCHANT,Bulk carrier,162.38,508.28
9458808,NCC YANBU,Chemical tanker,104.08,325.68
9458822,UACC MANAMA,Chemical tanker,127.32,400.01
9458834,UACC RIYADH,Chemical tanker,103.34,323.43
9458901,SVENJA,General cargo ship,109.81,351.06
9458913,LONE,General cargo ship,93.57,295.48
9458951,EUROCARGO GENOVA,Ro-ro ship,149.85,467.7
9458975,SKALAR,Container ship,83.88,264.84
9458987,GOLDEN AMBER,Bulk carrier,115.73,363.84
9459010,NCC SHAMS,Chemical tanker,118.39,370.36
9459022,NCC NAJEM,Chemical tanker,111.04,347.05
9459034,NCC REEM,Chemical tanker,112.69,353.58
9459072,NAVE AQUILA,Oil tanker,119.49,375.64
9459113,UNITY,Bulk carrier,Division by zero!,Division by zero!
9459125,IMEDGHASSEN,Container ship,75.92,240.09
9459137,IVS KNOT,Bulk carrier,70.69,221.48
9459149,IVS KINGLET,Bulk carrier,80.78,254.7
9459151,APOLLO BULKER,Bulk carrier,64,200.14
9459278,REN JIAN 15,Container ship,172.96,539.88
9459292,JIPRO NEFTIS,Chemical tanker,86.1,269.48
9459321,GRAND T,Bulk carrier,117.49,369.31
9459357,EASTERN RIVER,Bulk carrier,145.88,462.37
9459369,BRIANNA,Bulk carrier,77.81,244.66
9459371,ARGO B,Bulk carrier,67.12,209.46
9459383,GIORGOS B,Bulk carrier,59.53,187.72
9459412,HANSA EUROPE,Container ship,175.3,547.27
9459424,MAERSK NACALA,Container ship,176.14,548.57
9459436,HANSA GRANITE,Container ship,177.76,555.33
9459539,STOLT OCELOT,Chemical tanker,70.95,221.91
9459577,JANE ASPHALT,Oil tanker,34.02,106.58
9459620,KEN SEI,Bulk carrier,66.97,211.22
9459955,LADY DORIS,Bulk carrier,72.15,226.04
9459967,YULIA,Bulk carrier,78.82,247.37
9459979,SHOVELER,Bulk carrier,84.12,264.38
9459981,RUDDY,Bulk carrier,85.82,271.93
9460033,NAVIOS POLLUX,Bulk carrier,191.55,597.01
9460083,WADI FERAN,Bulk carrier,107.28,334.71
9460239,STEN SKAGEN,Oil tanker,77.79,249.4
9460241,STEN FJELL,Oil tanker,77.81,249.45
9460277,JOANNA,Bulk carrier,97.99,310.4
9460289,NORAH,Bulk carrier,88.95,281.79
9460320,PANOCEANIS,Bulk carrier,107.44,340.1
9460332,HINOKI,Bulk carrier,97.86,308.54
9460459,SONGA DIAMOND,Chemical tanker,79.56,249.54
9460514,APHROS,Bulk carrier,24.42,78.28
9460564,P. YANBU,Oil tanker,158.11,498.87
9460617,PETROLINA OCEAN,Chemical tanker,75.97,239.23
9460734,WADI SAFAGA,Bulk carrier,153.6,480.17
9460746,WADI TIBA,Bulk carrier,146.52,458.29
9460760,WADI ALKARM,Bulk carrier,136.31,425.87
9460772,WADI ALYARMOUK,Bulk carrier,143.99,450
9460784,TRUE CONFIDENCE,Bulk carrier,83.28,262.43
9460813,TREMOLA,Bulk carrier,89.36,279.77
9460887,MORNING CLARA,Vehicle carrier,111.43,349.96
9460899,GLOVIS COMPANION,Vehicle carrier,82.52,260.15
9461063,PANAGIOTIS,Bulk carrier,115.99,366.94
9461128,NEA TYHI,Bulk carrier,101.76,321.61
9461166,WANGARATTA,Bulk carrier,98.75,311.69
9461192,AEOLIAN FORTUNE,Bulk carrier,125.97,394.5
9461221,HAKUTA,Bulk carrier,103.46,326.38
9461283,BESIKTAS AZERBAIJAN,Bulk carrier,177.7,562.52
9461312,KEY HUNTER,Bulk carrier,103.68,327.95
9461350,EXPRESS,Bulk carrier,91.52,289.03
9461362,YM ENDEAVOUR,Bulk carrier,102.33,323.54
9461374,MSC ALEXANDRA,Container ship,377.53,1190
9461386,MSC GENOVA,Container ship,366.25,1140.61
9461398,MSC ROSA M,Container ship,359.44,1133.59
9461403,MSC LA SPEZIA,Container ship,340.05,1059.28
9461415,MSC DEILA,Container ship,374.69,1181.71
9461439,MSC VALERIA,Container ship,372.19,1172.77
9461441,MSC BARI,Container ship,335.04,1043.44
9461465,LOTUS A,Container ship,247.06,777.14
9461477,CYPRESS,Container ship,Division by zero!,Division by zero!
9461489,KOI,Container ship,255.38,805.25
9461594,CMA CGM MURCIA,Container ship,89.18,279.36
9461697,HAFNIA CRUX,Oil tanker,97.53,307.32
9461702,HAFNIA PHOENIX,Chemical tanker,77.63,245.27
9461764,SOFIA,Oil tanker,173.58,551.37
9461805,ASALI,Bulk carrier,105.59,331.91
9461843,SKS DARENT,Oil tanker,124.05,389.36
9461867,APL CHONGQING,Container ship,288.9,914.43
9461881,APL LE HAVRE,Container ship,280.03,885.6
9461910,MED EMRE,Chemical tanker,49.55,157.76
9461922,MED SERHAT,Chemical tanker,107.56,341.17
9461934,MED PACIFIC,Chemical tanker,191.7,612.57
9462067,NOVA STAR,Ro-pax ship,141.67,448.58
9462275,LIDER HALIL,General cargo ship,43.94,140.86
9462299,MRC LINA,Chemical tanker,59.62,187.97
9462304,MED BALTIC,Chemical tanker,49.53,157.33
9462316,MED ANTARCTIC,Chemical tanker,95.37,302.01
9462366,RICHARD OLDENDORF,Bulk carrier,159.34,497.2
9462445,THEODORA,Bulk carrier,86.32,269.3
9462512,EURYDICE D,Bulk carrier,Division by zero!,Division by zero!
9462794,OOCL RAUMA,Container ship,87.68,276.99
9462859,KAPITAN CHEKHA,General cargo ship,22.85,73.26
9462897,SEAMERIDIAN,Oil tanker,105.1,332.35
9462926,DECATHLON,Oil tanker,172.17,539.97
9463023,ERVING,Container ship,327.37,1025.67
9463047,MSC EMMA,Container ship,332.24,1047.67
9463205,MSC IMMACOLATA,Vehicle carrier,126.66,400.48
9463308,JAG ANAND,Bulk carrier,173.19,543.08
9463334,CAPE KEYSTONE,Bulk carrier,183.01,571.89
9463437,ERIEBORG,General cargo ship,40.9,130.19
9463449,EDENBORG,General cargo ship,40.64,129.67
9463451,EBROBORG,General cargo ship,41.55,132.11
9463554,NOMADIC MILDE,General cargo ship,53.58,166.89
9463578,SLOMAN DISCHARGER (SLOMAN DISCHARGER),General cargo ship,58.53,184.56
9463592,AMFITRITI,Bulk carrier,104.85,332.59
9463633,ROLAND OLDENDORFF,Bulk carrier,151.05,471.33
9463645,ROBERT OLDENDORFF,Bulk carrier,122.97,384.98
9463657,RIK OLDENDORFF,Bulk carrier,154.36,481.53
9463669,REDMER OLDENDORFF,Bulk carrier,122.46,382.16
9463671,REX OLDENDORFF,Bulk carrier,158.59,494.83
9463748,SKY GLOBE,Bulk carrier,112.01,352.79
9464003,ANANYA NAREE,Bulk carrier,77.81,245.78
9464027,BENJAMAS NAREE,Bulk carrier,81.78,258.56
9464039,CHINTANA NAREE,Bulk carrier,85.77,272.46
9464168,RIVER GLOBE,Bulk carrier,126.86,400.85
9464285,MRC MINA,Chemical tanker,61.14,191.64
9464352,LUCKY SAILOR,Chemical tanker,79.71,251.53
9464364,AGIOS NIKOLAOS IV,Chemical tanker,89.44,280.17
9464376,BALTIC SWIFT,Chemical tanker,91.56,290.53
9464388,AEGEAN HIGHWAY,Vehicle carrier,103.34,326.38
9464417,RIPLEY PROSPERITY,Bulk carrier,Division by zero!,Division by zero!
9464455,CRONUS LEADER,Vehicle carrier,88.89,278.78
9464510,OMICRON ATLAS,Bulk carrier,Division by zero!,Division by zero!
9464522,GLORY DINA,Bulk carrier,67.08,210.78
9464534,MARIKA,Bulk carrier,62.56,196.43
9464558,HANNAH,Bulk carrier,98.56,310.07
9464651,MINI,Bulk carrier,162.27,507.15
9464675,PIA OLDENDORFF,Bulk carrier,150.1,469.07
9464792,KARIMU,Bulk carrier,104.57,328.55
9464883,PACIFIC GREBE,Other ship types,48.46,155.36
9464948,VOGE EMMA,Bulk carrier,76.66,239.32
9464950,VOGE MIA,Bulk carrier,70.85,222.24
9465095,NORTHERN JAVELIN,Container ship,310.47,969.29
9465162,OCEAN DIAMOND,Bulk carrier,99.02,313.18
9465174,CRIMSON QUEEN,Bulk carrier,102.86,325.05
9465227,NSU LODESTAR,Bulk carrier,182.29,568.49
9465239,PASSIO PER FORMENTERA,Ro-pax ship,96.74,303.05
9465241,MSC CRISTINA,Container ship,299.92,946.19
9465253,0117 E.R. BENEDETTA,Container ship,307.23,957.24
9465291,MSC REGULUS,Container ship,315.18,993.69
9465382,GRANDE COSTA D'AVORIO,Container/ro-ro cargo ship,134.51,421.02
9465411,BLUE MASTER II,General cargo ship,118.53,371.08
9465423,GOLDEN KAROO,General cargo ship,119.75,374.55
9465435,BRIGHT SKY,General cargo ship,110.26,345.12
9465514,EUROCARGO MALTA,Ro-ro ship,140.1,437.23
9465526,EUROCARGO ROMA,Ro-ro ship,138.75,433.51
9465538,EUROCARGO PALERMO,Ro-ro ship,139.84,436.64
9465540,EUROCARGO ALEXANDRIA,Ro-ro ship,142.81,445.52
9465552,EUROCARGO VENEZIA,Ro-ro ship,140.64,438.88
9465784,NAVIOS CAMELIA,Bulk carrier,129.22,405.76
9465966,TORM ALICE,Oil tanker,88.34,275.86
9465992,TORM AGNES,Oil tanker,105.94,330.95
9466013,TORM AGNETE,Oil tanker,102.93,321.26
9466025,TORM AMALIE,Oil tanker,95.03,296.92
9466051,AZORESBORG,General cargo ship,75.89,241.39
9466130,PEARY SPIRIT,Oil tanker,212.99,682.85
9466142,SCOTT SPIRIT,Oil tanker,229.32,735.19
9466245,COSCO GLORY,Container ship,315.68,995.3
9466295,ARUBABORG,General cargo ship,72.78,231.2
9466300,ALBANYBORG,General cargo ship,64.91,207
9466312,ARAGONBORG,General cargo ship,72.37,229.21
9466324,ANDESBORG,General cargo ship,64.28,203.96
9466336,AMURBORG,General cargo ship,51.77,164.56
9466348,ALAMOSBORG,General cargo ship,75.6,239.97
9466350,ATLANTICBORG,General cargo ship,64.53,205.5
9466362,AVONBORG,General cargo ship,66.17,210.51
9466374,ALASKABORG,General cargo ship,71.69,228.18
9466518,PU TUO HAI,Bulk carrier,115.26,361.11
9466520,JIU HUA HAI,Bulk carrier,Division by zero!,Division by zero!
9466570,ADVANTAGE START,Oil tanker,194.02,607.45
9466611,THERASIA M,Chemical tanker,87.52,274.48
9466726,SLOMAN HERAKLES,Chemical tanker,79.28,253.47
9466740,SLOMAN HELIOS,Chemical tanker,68.41,217.67
9466867,CSCL STAR,Container ship,345.27,1076.59
9466908,LMZ TITAN,Bulk carrier,121.54,380.81
9466996,NUNALIK,General cargo ship,55.22,174.76
9467005,JOSEF,General cargo ship,58.97,186.76
9467017,SOPHIA,General cargo ship,66.43,210.97
9467055,NORTHERN POWER,Container ship,189.6,593
9467134,HANNA,General cargo ship,96.3,304.27
9467146,LISA,General cargo ship,86.08,271.96
9467158,TASMANIC WINTER,General cargo ship,103.41,326.91
9467160,KLARA,General cargo ship,101.48,320.79
9467251,CSCL VENUS,Container ship,382.4,1191.8
9467263,CSCL JUPITER,Container ship,415.47,1296.26
9467275,CSCL MERCURY,Container ship,433.18,1352.46
9467287,CSCL MARS,Container ship,358.85,1119.54
9467299,CSCL SATURN,Container ship,318.31,992.12
9467304,CSCL URANUS,Container ship,343,1070.5
9467407,MSC LAUREN,Container ship,352.09,1109.93
9467419,MSC LAURENCE,Container ship,306.29,965.55
9467421,MSC MARIA SAVERIA,Container ship,349.56,1101.69
9467433,MSC FLAVIA,Container ship,336.9,1061.88
9467445,MSC KATRINA,Container ship,372.92,1175.2
9467457,MSC KATIE,Container ship,377.05,1188.4
9467548,REVENGER,Bulk carrier,88.85,278.95
9467550,ORIENT TIDE,Bulk carrier,75.36,239.13
9467586,INDIAN OCEAN,Bulk carrier,94.95,300.48
9467598,ATLANTIC OCEAN,Bulk carrier,81.88,259.04
9467615,INTREPID EAGLE,Bulk carrier,84.11,263.89
9467627,ANTARCTIC OCEAN,Bulk carrier,83.83,265.14
9467677,BERGE NIMBA,Bulk carrier,158.85,495.58
9467873,PANGEO,Bulk carrier,95.53,300.31
9467976,AGIA DOXA,Bulk carrier,93.26,295.31
9468085,ALANIS,General cargo ship,57.62,182.38
9468097,ANNIE,General cargo ship,54.44,171.99
9468102,BBC ALBERTA,Other ship types,58.37,185.01
9468138,DIAMOND SKY,Bulk carrier,Division by zero!,Division by zero!
9468152,DIAMOND SEA,Bulk carrier,99.65,312.09
9468188,SHIOSAI,Bulk carrier,143.58,453.94
9468308,ONE ALTAIR,Container ship,230.89,728.17
9468528,FUJI LAVA,Oil tanker,54.14,170.63
9468530,ACACIA RUBRA,Oil tanker,43.92,139.51
9468619,KARVUNA,Bulk carrier,88.02,282.2
9468671,DELTA POSEIDON,Oil tanker,256.93,807.08
9468748,PAN JOY,Bulk carrier,164.85,521.31
9468750,RIMONA,Bulk carrier,27.76,89
9468889,FINNBREEZE,Ro-ro ship,158.26,495.4
9468891,FINNSEA,Ro-ro ship,160.15,501.68
9468906,FINNSKY,Ro-ro ship,143.04,447.65
9468918,FINNSUN,Ro-ro ship,163.06,510.59
9468920,FINNTIDE,Ro-ro ship,148.39,463.78
9468932,FINNWAVE,Ro-ro ship,148.87,465.28
9469003,BULK MEXICO,Bulk carrier,170.15,537.67
9469053,KAMBANOS,Bulk carrier,122.74,384.79
9469302,CDRY BROWN,General cargo ship,43.76,140.28
9469376,STENA TRANSPORTER,Ro-pax ship,146.93,458.28
9469388,STENA TRANSIT,Ro-pax ship,144.82,451.93
9469467,DIONE,Bulk carrier,179.24,558.96
9469508,ADAM I,Bulk carrier,Division by zero!,Division by zero!
9469510,GIORGAKIS,Bulk carrier,Division by zero!,Division by zero!
9469560,MSC TERESA,Container ship,366.02,1153.43
9469687,ALPINE AQUALINA,Oil tanker,158.73,497.81
9469778,MALCOLM,General cargo ship,64.48,201.84
9469780,ANGUS,General cargo ship,72,225.73
9469833,NILE CONFIDANTE,Bulk carrier,94.06,295.68
9469962,CAPE TRADER,Bulk carrier,Division by zero!,Division by zero!
9470064,SUNRISE I,Bulk carrier,124.04,392.22
9470131,ADVANTAGE AWARD,Oil tanker,189.75,607.53
9470260,SEAWAYS ATHENS,Chemical tanker,97.03,304.18
9470284,SEAWAYS SAMAR,Chemical tanker,128.57,403.99
9470387,GOLDEN DIAMOND,Bulk carrier,110.79,348.56
9470399,GOLDEN RUBY,Bulk carrier,105.53,332.51
9470404,GOLDEN OPAL,Bulk carrier,107.1,337.19
9470507,IONIC KLEOS,Bulk carrier,97.06,304.23
9470571,MARDINIK,Bulk carrier,87.95,275.29
9470789,TRUE HARMONY,Bulk carrier,121.81,385.54
9470820,AGIA SOFIA,Bulk carrier,61.73,194.5
9470832,VANTAGE SWORD,Bulk carrier,136.54,429.94
9470844,ASH ATLANTIC,Bulk carrier,67.32,212
9470856,PRAETORIUS,Bulk carrier,68.46,216.01
9470882,EF ELDRA,Container ship,107.14,334.65
9470894,EMIRATES ZANZIBAR,Container ship,112.78,352.34
9470911,FALCON BAY,Oil tanker,89.82,281.64
9470959,SUNNY STAR,Oil tanker,93.38,296.03
9470961,AS ANITA,Container ship,121.88,382.27
9470985,MOUNT EVEREST,Chemical tanker,95.15,300.87
9470997,MOUNT KIBO,Chemical tanker,104.69,332.56
9471032,GASCHEM BREMEN,Gas carrier,95.31,304.14
9471056,EUROCARGO RAVENNA,Ro-ro ship,148.1,461.96
9471068,EUROCARGO CAGLIARI,Ro-ro ship,160.44,500.79
9471070,EUROCARGO LIVORNO,Ro-ro ship,147.93,461.54
9471082,EUROCARGO BARI,Ro-ro ship,146.35,457.62
9471202,ZIM CONSTANZA,Container ship,198.81,623.72
9471214,ZIM TARRAGONA,Container ship,189.33,593.38
9471276,INTUITION,Bulk carrier,107.93,340.58
9471329,FLAGSHIP SAGE,Oil tanker,150.05,469.88
9471599,SFL WESER,Oil tanker,115.39,363.24
9471654,POLA DEVORA,Bulk carrier,69.86,220.94
9471678,POLA ELISAVETA,Bulk carrier,82.99,265.75
9472086,SOFIA,Bulk carrier,147.17,465.34
9472153,COSCO PRIDE,Container ship,327.03,1031.08
9472177,COSCO HARMONY,Container ship,318.09,1002.37
9472206,GRAND URANUS,Vehicle carrier,138.17,436.67
9472529,BODIL KNUTSEN,Oil tanker,315.32,1010.92
9472634,ADVANTAGE ANTHEM,Oil tanker,155.65,498.69
9472696,EVEREST K,Bulk carrier,83.6,261.47
9472701,VENTO GRECALE,Bulk carrier,62.87,199.34
9472713,FLAMURI,General cargo ship,35.42,112.16
9472751,ORWELL,Chemical tanker,91.33,287.37
9473078,ANTHEIA,Bulk carrier,70.19,221.99
9473080,HARBOUR FASHION,Chemical tanker,71.32,228.16
9473092,HARBOUR FEATURE,Chemical tanker,65.98,210.81
9473107,HARBOUR FOUNTAIN,Chemical tanker,70.96,227.13
9473119,HARBOUR FIRST,Chemical tanker,70.98,227.58
9473121,NIKOLAOS,Bulk carrier,Division by zero!,Division by zero!
9473133,AGIOS SOSTIS,Bulk carrier,115.4,359.75
9473157,SAMOA,Bulk carrier,Division by zero!,Division by zero!
9473169,GALAPAGOS,Bulk carrier,Division by zero!,Division by zero!
9473171,KEA,Bulk carrier,Division by zero!,Division by zero!
9473195,MARMARA S,Bulk carrier,119.73,378.83
9473224,CONDOR VALPARAISO,General cargo ship,73.79,233.24
9473236,STINNES ZEPHIR,General cargo ship,62.48,195.95
9473248,STINNES PASSAT,General cargo ship,68.64,215.54
9473250,CONDOR BILBAO,Bulk carrier,76.93,243.25
9473274,SPRING SNOW,Bulk carrier,Division by zero!,Division by zero!
9473315,CABRILLO,Bulk carrier,101.83,323.39
9473456,CITY OF ST. PETERSBURG,Vehicle carrier,56.61,181.49
9473468,CITY OF ROTTERDAM,Vehicle carrier,56.36,180.69
9473573,GLOBAL HARMONY,Bulk carrier,89.28,282.07
9473705,NEPTULUS,General cargo ship,76.41,241.03
9473755,CORESHIP OL,Bulk carrier,64.89,203.35
9473913,SONGA OPAL,Chemical tanker,76.51,239.19
9473925,SONGA JADE,Oil tanker,108.26,347.02
9474199,MIREILLE SELMER,Bulk carrier,83.23,264.69
9474204,CL ANTWERP,Bulk carrier,81.6,258.35
9474216,COYOTE,Bulk carrier,83.73,260.98
9474228,JAKOB SELMER,Bulk carrier,85.37,266.89
9474242,THOMAS SELMER,Bulk carrier,72.49,226.57
9474278,CHRISTINA SELMER,Bulk carrier,81.4,254.82
9474280,LENI SELMER,Bulk carrier,77.35,243.28
9474371,INDUSTRIAL EMMA,General cargo ship,55.69,175.94
9474383,NORDIC ISTRIA,Container ship,88.07,275.47
9474395,NORDIC ITALIA,Container ship,85.07,268.55
9474450,RUBINO,Chemical tanker,65.13,208.81
9474668,ASIAN TRIUMPH,Bulk carrier,103.37,324.76
9474670,MAIRINI,Bulk carrier,107.15,339.01
9474694,CIC EPOS,Bulk carrier,113.46,357.29
9474723,NIKOLAS D,Bulk carrier,102.03,322.46
9474967,PACIFIC SOUTH,Bulk carrier,187.55,585.99
9475208,SOYO,LNG carrier,251.41,693.32
9475600,SONANGOL SAMBIZANGA,LNG carrier,341.04,939.51
9475715,IVORY GULL,Bulk carrier,77.56,244.51
9475727,STRATEGIC ENDEAVOR,Bulk carrier,78.89,249.13
9475739,STRATEGIC ENCOUNTER,Bulk carrier,74.08,233.62
9476068,STAR II,Bulk carrier,43.15,135.45
9476305,KORCULA,Ro-pax ship,65.34,209.49
9476410,MEDIQUEEN,Bulk carrier,50.84,159.47
9476642,KOUNDOUROS,Bulk carrier,Division by zero!,Division by zero!
9476654,AMAZON,Oil tanker,156.5,488.56
9476666,W-SKY,Bulk carrier,Division by zero!,Division by zero!
9476678,W-STAR,Bulk carrier,Division by zero!,Division by zero!
9476680,GEORGIOS P,Bulk carrier,94.13,294.03
9476692,MAGDA P,Bulk carrier,122.27,382.89
9476721,GLOVIS COUNTESS,Ro-ro ship,146.6,462.59
9476757,RUBY ACE,Vehicle carrier,88.75,280.1
9476769,GARNET ACE,Vehicle carrier,86.04,271.99
9476836,KORONA D,Bulk carrier,Division by zero!,Division by zero!
9476927,ULTRA GUJARAT,Bulk carrier,93.32,294.23
9476965,ULTRA ROCANVILLE,Bulk carrier,100.49,317.71
9476977,FEDERAL YUKINA,Bulk carrier,72.29,229.88
9477177,KOLIN 9,Oil tanker,41.25,132.26
9477220,NBA RUBENS,Bulk carrier,130.32,412.85
9477309,AS EMMA,Container ship,234.66,731.14
9477335,JAN,Container ship,99.14,312.2
9477359,JAMILA,Container ship,104.19,325.06
9477414,KMAX LEADER,Bulk carrier,Division by zero!,Division by zero!
9477426,KMAX EMPEROR,Bulk carrier,Division by zero!,Division by zero!
9477438,QUEEN ELIZABETH,Passenger ship,366.54,1152.44
9477490,ATLANTIK MIRACLE,Chemical tanker,69.69,220.41
9477505,CHEM TAURUS,Chemical tanker,76.43,240.78
9477529,MTM SINGAPORE,Chemical tanker,61.17,192.43
9477531,SHAMROCK MERCURY,Chemical tanker,72.07,226.51
9477567,MTM ROTTERDAM,Chemical tanker,78.5,249.14
9477593,RIBERA DEL DUERO KNUTSEN,LNG carrier,299.24,825.8
9477787,ARGOS,Container ship,193.42,604.83
9477804,MARATHOPOLIS,Container ship,138.53,431.38
9477828,MOTTLER,Bulk carrier,77.96,247.02
9477830,MORNING CECILIE,Vehicle carrier,111.29,351.71
9477866,CHESTNUT,Bulk carrier,Division by zero!,Division by zero!
